Name MC(RUB) MP
Bitcoin_(Биткоин) 110,485,624,226,335 55.76%
Ethereum_(Эфириум) 37,150,670,538,807 18.75%
Tether_(Тезер) 9,652,643,593,772 4.87%
BNB 7,542,514,612,422 3.81%
Solana_(Солана) 5,521,746,973,891 2.79%
USDC 2,816,639,093,991 1.42%
XRP 2,362,945,461,487 1.19%
Dogecoin_(Догекоин) 1,560,418,150,330 0.79%
Toncoin_(Тонкоин) 1,501,611,069,891 0.76%
Cardano_(Кардано) 1,199,793,698,703 0.61%
Shiba_Inu_(Шиба-ину) 947,290,757,482 0.48%
Avalanche_(Аваланч) 908,935,970,234 0.46%
TRON_(ТРОН) 868,094,984,619 0.44%
Polkadot_(Полькадот) 722,072,223,232 0.36%
Chainlink_(Чейнлинк) 716,469,733,176 0.36%
Bitcoin_Cash_(Биткоин-кэш) 668,409,832,903 0.34%
Uniswap_(Юнисвап) 532,517,750,432 0.27%
Polygon_(Полигон) 484,745,213,582 0.24%
Litecoin_(Лайткоин) 476,755,572,284 0.24%
NEAR_Protocol 459,691,269,753 0.23%
Dai 458,633,872,739 0.23%
UNUS_SED_LEO 454,807,406,233 0.23%
Pepe 412,739,085,709 0.21%
Internet_Computer_(Интернет-компьютер) 329,529,068,437 0.17%
Ethereum_Classic 303,203,609,198 0.15%
Kaspa 298,442,151,735 0.15%
Aptos 271,645,565,487 0.14%
Monero 267,884,900,276 0.14%
Render 257,255,536,981 0.13%
Hedera 247,290,806,935 0.12%
Stellar 233,824,628,287 0.12%
Mantle 230,673,187,899 0.12%
Cosmos 229,198,003,446 0.12%
OKB 219,269,438,553 0.11%
Filecoin 214,941,954,479 0.11%
Cronos 213,721,540,269 0.11%
Stacks 210,179,963,974 0.11%
Arbitrum 205,316,200,607 0.10%
First_Digital_USD 203,942,360,492 0.10%
Immutable 200,435,547,382 0.10%
Maker 189,285,574,394 0.10%
dogwifhat 181,711,097,872 0.09%
Lido_DAO 181,409,566,316 0.09%
Optimism 178,757,102,738 0.09%
Bittensor 174,283,272,539 0.09%
The_Graph 175,122,928,202 0.09%
Sui 172,678,944,424 0.09%
Injective 164,962,600,162 0.08%
VeChain 163,599,516,202 0.08%
Arweave 154,412,107,883 0.08%
Ondo 142,461,923,606 0.07%
FLOKI 141,005,760,069 0.07%
Bitget_Token 140,292,264,327 0.07%
JasmyCoin 139,213,983,823 0.07%
Notcoin 138,191,893,387 0.07%
Fantom 132,463,717,731 0.07%
Bonk 127,549,286,268 0.06%
Theta_Network 127,094,455,099 0.06%
Brett_(Based) 122,462,991,338 0.06%
THORChain 119,313,894,413 0.06%
Aave 108,882,679,591 0.05%
Celestia 107,048,569,955 0.05%
Core 102,083,232,531 0.05%
Pyth_Network 97,862,079,987 0.05%
Algorand 95,958,308,961 0.05%
Flare 95,412,481,252 0.05%
Sei 93,132,738,422 0.05%
Fetch.ai 90,211,072,236 0.05%
Jupiter 88,374,454,545 0.04%
Ethena 85,753,745,936 0.04%
Starknet 83,245,932,064 0.04%
Beam 81,847,324,559 0.04%
Quant 81,527,628,646 0.04%
KuCoin_Token 80,953,519,547 0.04%
Flow 80,036,144,356 0.04%
Gala 75,843,891,050 0.04%
Bitcoin_SV 74,666,863,831 0.04%
Pendle 74,726,694,690 0.04%
Axie_Infinity 74,075,464,937 0.04%
dYdX_(Native) 72,855,254,098 0.04%
Gnosis 72,280,764,423 0.04%
BitTorrent_[New] 72,289,988,775 0.04%
Ethereum_Name_Service 71,760,502,568 0.04%
zkSync 70,672,330,300 0.04%
ORDI 69,946,597,795 0.04%
MultiversX 69,029,753,077 0.03%
Neo 68,583,826,086 0.03%
Ronin 67,944,276,503 0.03%
Tezos 64,977,513,998 0.03%
GateToken 64,910,285,579 0.03%
USDD 63,087,822,291 0.03%
The_Sandbox 62,694,497,455 0.03%
Chiliz 62,497,348,088 0.03%
Nexo 61,096,977,480 0.03%
Worldcoin 59,785,309,215 0.03%
Akash_Network 59,119,250,226 0.03%
Wormhole 57,804,442,578 0.03%
SingularityNET 57,318,696,927 0.03%
Oasis 56,865,371,966 0.03%
Synthetix 55,752,736,334 0.03%
