Name MC(RUB) MP
Bitcoin_(Биткоин) 114,331,735,677,777 56.34%
Ethereum_(Эфириум) 37,247,034,776,879 18.36%
Tether_(Тезер) 9,989,780,223,113 4.92%
BNB 7,791,918,518,879 3.84%
Solana_(Солана) 5,536,066,669,804 2.73%
USDC 2,888,816,726,644 1.42%
XRP 2,414,353,944,102 1.19%
Toncoin_(Тонкоин) 1,608,571,902,864 0.79%
Dogecoin_(Догекоин) 1,550,206,152,586 0.76%
Cardano_(Кардано) 1,193,759,247,288 0.59%
Shiba_Inu_(Шиба-ину) 937,635,710,336 0.46%
Avalanche_(Аваланч) 923,940,634,924 0.46%
TRON_(ТРОН) 885,710,043,364 0.44%
Polkadot_(Полькадот) 728,265,687,195 0.36%
Chainlink_(Чейнлинк) 713,045,624,006 0.35%
Bitcoin_Cash_(Биткоин-кэш) 687,066,297,937 0.34%
Uniswap_(Юнисвап) 534,022,943,217 0.26%
Litecoin_(Лайткоин) 484,938,621,246 0.24%
Polygon_(Полигон) 478,043,991,642 0.24%
Dai 474,479,438,910 0.23%
UNUS_SED_LEO 471,039,100,001 0.23%
NEAR_Protocol 462,886,955,085 0.23%
Pepe 388,826,900,955 0.19%
Internet_Computer_(Интернет-компьютер) 336,003,731,260 0.17%
Kaspa 305,395,174,094 0.15%
Ethereum_Classic 294,874,883,277 0.15%
Monero 283,383,008,662 0.14%
Aptos 272,703,001,724 0.13%
Render 247,340,849,436 0.12%
Hedera 243,470,000,336 0.12%
Stellar 235,965,542,680 0.12%
Mantle 235,095,147,029 0.12%
OKB 233,461,464,248 0.12%
Cosmos 226,873,278,565 0.11%
Filecoin 220,401,105,547 0.11%
Cronos 217,877,781,738 0.11%
First_Digital_USD 216,677,393,983 0.11%
Stacks 209,304,648,425 0.1%
Immutable 203,753,200,619 0.1%
Arbitrum 201,583,489,511 0.1%
dogwifhat 188,641,618,172 0.09%
Maker 180,930,415,282 0.09%
Sui 175,391,132,487 0.09%
Optimism 172,011,041,984 0.08%
The_Graph 169,107,477,270 0.08%
Bittensor 166,100,827,545 0.08%
Injective 163,833,561,858 0.08%
VeChain 163,415,959,187 0.08%
JasmyCoin 150,247,399,189 0.07%
Lido_DAO 148,280,428,215 0.07%
Notcoin 143,555,579,992 0.07%
Arweave 142,945,309,019 0.07%
FLOKI 142,871,826,061 0.07%
Bitget_Token 138,369,863,459 0.07%
Ondo 133,464,014,537 0.07%
Bonk 127,381,572,810 0.06%
Fantom 125,596,539,345 0.06%
Theta_Network 125,306,543,699 0.06%
THORChain 120,981,799,202 0.06%
Brett_(Based) 120,476,811,045 0.06%
Celestia 111,650,118,036 0.06%
Core 105,573,565,056 0.05%
Aave 105,100,024,108 0.05%
Algorand 98,011,228,668 0.05%
Pyth_Network 96,759,011,488 0.05%
Sei 95,492,784,891 0.05%
Flare 92,864,710,202 0.05%
Fetch.ai 92,844,875,944 0.05%
Jupiter 92,813,617,949 0.05%
Starknet 84,839,153,345 0.04%
KuCoin_Token 82,340,884,753 0.04%
Ethena 81,796,979,365 0.04%
Quant 81,365,820,007 0.04%
Flow 80,871,769,569 0.04%
Beam 76,706,750,316 0.04%
Gala 76,603,069,510 0.04%
Bitcoin_SV 75,815,001,846 0.04%
Axie_Infinity 74,642,861,808 0.04%
BitTorrent_[New] 73,385,513,376 0.04%
Gnosis 70,240,678,805 0.03%
MultiversX 68,766,560,568 0.03%
ORDI 69,041,860,714 0.03%
Pendle 68,367,674,795 0.03%
dYdX_(Native) 68,225,445,005 0.03%
Neo 67,710,183,562 0.03%
Ronin 67,377,690,212 0.03%
GateToken 67,128,857,446 0.03%
zkSync 66,074,905,444 0.03%
USDD 64,874,089,290 0.03%
Chiliz 63,647,611,190 0.03%
The_Sandbox 63,452,527,225 0.03%
Nexo 62,984,748,595 0.03%
Tezos 62,511,139,728 0.03%
Ethereum_Name_Service 61,205,044,244 0.03%
Worldcoin 59,216,153,322 0.03%
Akash_Network 59,157,521,859 0.03%
SingularityNET 58,440,340,498 0.03%
Wormhole 57,509,657,204 0.03%
Conflux 56,712,309,630 0.03%
Oasis 56,673,043,000 0.03%
